"country","league","season","squad","expenditure_euros","income_euros","avg_age_out","avg_age_in","Country","Year"
"Belgium","Jupiler Pro League","Club Brugge KV","RSC Anderlecht",10990000,35960000,24.1,24.2,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","KAA Gent",13850000,14300000,25.1,22.8,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","KRC Genk",25700000,60070000,25.5,23.1,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","KV Mechelen",750000,5600000,23.9,22.9,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","R Charleroi SC",3600000,9800000,23.5,23.7,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","Sint-Truidense VV",0,8e+06,24.7,24.3,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","Cercle Brugge ",2250000,1e+06,23.5,21.9,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","Oud-Heverlee Leuven",4100000,5e+05,24.8,23.8,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","KV Oostende",250000,9850000,24.1,23.4,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","KV Kortrijk",550000,91000,25,24.1,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","Standard Liège",5440000,7050000,24.6,22.6,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","KAS Eupen",1370000,2600000,25.5,22.4,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","SV Zulte Waregem",2e+06,1850000,25.4,23.8,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","RFC Seraing",0,0,24.5,22.8,"Belgium",2022
"Belgium","Jupiler Pro League","Club Brugge KV","KVC Westerlo",4590000,12350000,23.7,23.4,"Belgium",2022
"Belgium","Jupiler Pro League","KRC Genk","KRC Genk",19500000,23550000,23.2,21.5,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","Union Saint-Gilloise",16600000,35750000,23.7,23,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","Royal Antwerp FC",10500000,41850000,24.9,22.3,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","Club Brugge KV",27250000,5.3e+07,24.4,24.5,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","KAA Gent",23080000,55800000,25,23.3,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","Standard Liège",5e+06,8100000,24.5,22.8,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","KVC Westerlo",20380000,0,25.3,22,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","Cercle Brugge ",5e+06,15500000,22.8,20.5,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","R Charleroi SC",1850000,6350000,23.5,23.4,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","Oud-Heverlee Leuven",9850000,10150000,25.6,23.6,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","RSC Anderlecht",23800000,32170000,25.7,26.3,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","Sint-Truidense VV",860000,2e+06,26.9,22.1,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","KV Mechelen",1400000,1250000,23.9,22,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","KV Kortrijk",535000,6980000,25.3,23.8,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","KAS Eupen",2e+05,1300000,23.9,24.5,"Belgium",2023
"Belgium","Jupiler Pro League","KRC Genk","RWD Molenbeek",28850000,3100000,23.9,22.7,"Belgium",2023
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Deportes Tolima",0,1820000,27.2,25.5,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Junior FC",0,6150000,26.4,25.4,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Independiente Medellín",0,3220000,25.6,24.2,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Atlético Nacional",0,7100000,25.4,23.2,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Independiente Santa Fe",0,2110000,26.3,26.1,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Millonarios FC",820000,1200000,26.2,25,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","CD América de Cali",268000,345000,27.6,24.2,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Deportivo Cali",490000,8230000,25.6,24.3,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Once Caldas",0,2e+06,26.3,26.9,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Rionegro Águilas",0,0,27.7,26.8,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Atlético Bucaramanga",0,0,27,27.2,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","CD La Equidad Seguros SA",0,0,29.5,24.5,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Alianza FC",0,0,25.8,24.4,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Jaguares de Córdoba",0,0,27.5,24.9,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","CD Atlético Huila",0,0,26,25,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Envigado FC",0,0,22.2,22.7,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Boyacá Patriotas FC",0,0,25.5,24.8,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Asociación Deportivo Pasto",0,0,28.1,26,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Cúcuta Deportivo",0,0,24.9,26.3,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","AD Union Magdalena",0,0,26.7,27.2,"Colombia",2018
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Deportes Tolima",0,0,26.7,23.9,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Jaguares de Córdoba",0,0,25.4,26.8,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Alianza FC",0,1090000,26.4,26.2,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Rionegro Águilas",0,0,27.6,26.7,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Boyacá Patriotas FC",0,0,25.7,23.6,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","CD La Equidad Seguros SA",0,720000,24.5,25.4,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Boyacá Chicó FC",0,0,25,24.8,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Cúcuta Deportivo",0,0,27.4,26.2,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Junior FC",960000,9920000,26.1,25,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Independiente Santa Fe",0,1e+06,26.1,24.6,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Millonarios FC",1550000,2e+05,26.6,23.7,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Independiente Medellín",475000,0,26,24.1,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Asociación Deportivo Pasto",0,0,27,27.5,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Deportivo Cali",1700000,8e+06,25,24.5,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Deportivo Pereira",0,0,28.3,27.1,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Atlético Nacional",725000,6200000,24.9,24.4,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Envigado FC",0,3100000,24.4,23.9,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Once Caldas",0,0,27.7,25,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","Atlético Bucaramanga",0,0,27.6,25.2,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Deportes Tolima","CD América de Cali",1250000,886000,25.1,24.4,"Colombia",2019
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Independiente Medellín",0,135000,25.2,25.7,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Jaguares de Córdoba",0,0,28,25,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Alianza FC",0,0,26.5,26.3,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Rionegro Águilas",0,0,28.5,27.3,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Boyacá Patriotas FC",0,0,25.9,25,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","CD La Equidad Seguros SA",0,650000,25.8,23.9,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Boyacá Chicó FC",0,0,27.4,26.8,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Junior FC",0,2530000,26.7,26.3,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Independiente Santa Fe",0,0,26.8,24.9,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Deportes Tolima",9e+05,1e+06,26.6,27.9,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Millonarios FC",0,0,27.2,24.8,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Asociación Deportivo Pasto",0,0,28.2,25.7,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Deportivo Cali",0,5020000,24.8,23.7,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Deportivo Pereira",0,0,29.1,25.5,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Atlético Nacional",0,4500000,24.2,23.3,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Envigado FC",0,0,25.2,22.2,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Once Caldas",0,0,29,26,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","Atlético Bucaramanga",0,0,26.4,27.4,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Independiente Medellín","CD América de Cali",6e+05,0,25.5,23.7,"Colombia",2020
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Atlético Nacional",1500000,5200000,24.8,24.9,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Independiente Santa Fe",0,6e+05,27.6,27.3,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Millonarios FC",1450000,6230000,26.6,23,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Deportivo Cali",0,1360000,25.6,24.3,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Deportes Tolima",0,3500000,26.8,27.6,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","CD La Equidad Seguros SA",0,0,25.9,25.5,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Junior FC",3e+06,0,25.8,26.1,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","CD América de Cali",0,4600000,24,23.9,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Independiente Medellín",0,0,24.9,25.5,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Jaguares de Córdoba",0,0,26.1,25.9,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Alianza FC",45000,0,27.6,25.6,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Rionegro Águilas",0,1250000,28.7,24.9,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Once Caldas",0,2e+06,27.6,28,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Atlético Bucaramanga",0,0,27.9,27.9,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Asociación Deportivo Pasto",0,50000,26.3,25.6,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Envigado FC",0,4700000,24.4,21.7,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Boyacá Patriotas FC",0,5e+05,25.9,24.7,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Deportivo Pereira",0,0,26.9,26.6,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Internacional de Palmira",0,0,25.5,24.9,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","AD Union Magdalena",0,0,25.1,28,"Colombia",2021
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Atlético Nacional",0,14520000,25.1,25.6,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Millonarios FC",0,4500000,26.6,24,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Junior FC",1280000,0,26.7,25.1,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Deportivo Cali",0,1730000,24.4,26,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Deportes Tolima",0,836000,28,25.8,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Independiente Medellín",0,5500000,26.6,25.8,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","CD América de Cali",319000,3380000,24.6,26.4,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Independiente Santa Fe",0,1620000,27.6,26.6,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Rionegro Águilas",0,3660000,28.4,27.7,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Deportivo Pereira",0,0,26.3,24.9,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","CD La Equidad Seguros SA",0,0,27.9,26,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Alianza FC",0,1e+06,25.5,25.3,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Boyacá Patriotas FC",0,0,26.5,25.8,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Fortaleza CEIF",0,0,22.8,23.8,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Envigado FC",0,2340000,23.6,25.4,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Jaguares de Córdoba",0,0,27.3,27.8,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Boyacá Chicó FC",0,0,25.4,23.9,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Asociación Deportivo Pasto",0,0,25.9,24.2,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Atlético Bucaramanga",0,0,28.7,26.6,"Colombia",2023
"Colombia","Liga Dimayor Apertura","Atlético Nacional","Once Caldas",0,233000,27.6,24.6,"Colombia",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Club Universidad de Chile",3670000,150000,25.1,23.4,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","CSD Colo-Colo",3050000,7690000,24.1,24.1,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","CD Universidad Católica",1320000,0,24.7,25.1,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","Unión Española",0,1940000,25.8,25.2,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","Universidad de Concepción",2e+05,540000,25.7,24.4,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","Audax Italiano",0,447000,26.4,23.6,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","Huachipato FC",1e+06,5610000,23.7,23,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","CD Palestino",0,0,24.5,24.8,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","CD Everton",0,0,24.8,25,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","Coquimbo Unido",0,45000,24.9,25.3,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","CD O'Higgins",0,435000,25.3,23.6,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","CD Antofagasta",484000,440000,26.1,25.1,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","CD Cobresal",0,0,27.6,26.7,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","Club Deportes Iquique",0,345000,28.3,27.6,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","CDP Curicó Unido",0,0,26.3,24.8,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","Unión La Calera",0,0,25.9,24.1,"Chile",2018
"Chile","Primera División de Chile","Club Universidad de Chile","Club Universidad de Chile",0,4330000,25.6,24.3,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","CDP Curicó Unido",2e+05,578000,28.4,25.8,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Club Deportes Iquique",0,0,28,27.4,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","CD Cobresal",265000,0,27.6,27.5,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","CD Antofagasta",225000,0,27.7,25,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","CD O'Higgins",530000,2810000,24.3,23.2,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Coquimbo Unido",0,270000,25.6,25.1,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","CD Everton",0,0,25.1,24.2,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","CD Palestino",1060000,3400000,25.1,24.5,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Huachipato FC",1230000,690000,24.2,22.5,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Audax Italiano",0,3070000,25.4,23.3,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Deportes La Serena",0,0,26.9,25,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Universidad de Concepción",0,1500000,26.9,24.5,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Unión Española",0,0,25.8,22.1,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","CD Universidad Católica",895000,0,24.2,23.5,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Santiago Wanderers",0,0,26.4,23.3,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","CSD Colo-Colo",1e+06,2270000,25.5,26.1,"Chile",2019
"Chile","Primera División de Chile","Club Universidad de Chile","Unión La Calera",0,0,26.5,24.7,"Chile",2019
"Chile","Primera División de Chile","CD Universidad Católica","CD Universidad Católica",3050000,3050000,24.1,24.3,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","Unión La Calera",182000,455000,25,24.6,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","Club Universidad de Chile",1460000,1740000,25.6,23.7,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","Unión Española",0,0,25.6,27.8,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CD Palestino",0,0,25,25.7,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CD Antofagasta",350000,682000,25.6,24.5,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CD Cobresal",0,727000,28.2,26.7,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","Huachipato FC",0,0,24.5,22.6,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CDP Curicó Unido",0,245000,28.5,24.4,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CD O'Higgins",0,0,26,24.6,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","Santiago Wanderers",0,0,25.4,22.9,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CD Everton",0,350000,26.5,24.6,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","Audax Italiano",0,0,24.2,24.7,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","Deportes La Serena",0,0,26.5,25.4,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CSD Colo-Colo",1100000,0,28,21.8,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CD Ñublense",150000,0,26.8,26.8,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","Deportes Melipilla",0,0,27.5,25,"Chile",2020
"Chile","Primera División de Chile","CD Universidad Católica","CD Universidad Católica",466000,2640000,27,24.6,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","CSD Colo-Colo",3550000,522000,25.2,24.6,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","Unión La Calera",0,621000,25.8,24.4,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","Audax Italiano",221000,314000,26.3,25.2,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","Unión Española",0,2700000,27.8,26,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","CD Antofagasta",0,0,26,25,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","CD Ñublense",0,0,26.6,24.1,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","CD Palestino",0,0,28,25,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","CD Cobresal",0,0,28.9,28.7,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","Deportes La Serena",0,1500000,24.7,25,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","Club Universidad de Chile",2510000,0,26.8,25.5,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","CD Everton",670000,0,25.1,24.1,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","CD O'Higgins",130000,2e+06,26.8,24.9,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","CDP Curicó Unido",0,410000,25.7,28.9,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","Coquimbo Unido",0,0,26.7,25.6,"Chile",2021
"Chile","Primera División de Chile","CD Universidad Católica","Huachipato FC",83000,1460000,23.3,25.8,"Chile",2021
"Chile","Primera División de Chile","Club Universidad de Chile","Club Universidad de Chile",690000,5200000,24.1,24.5,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","CSD Colo-Colo",463000,250000,24.5,24.5,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","CD Universidad Católica",712000,0,27.5,25.6,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Unión Española",0,4040000,26.6,25.5,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Audax Italiano",461000,362000,26.7,25.4,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Huachipato FC",973000,2030000,24.4,24.1,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","CD Palestino",0,1380000,25.2,23.6,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","CD Everton",230000,1180000,26.3,24.5,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Deportes Cobreloa",0,0,26.2,26,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Coquimbo Unido",0,73000,26.8,24.1,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","CD O'Higgins",0,615000,25.8,25.3,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","CD Ñublense",0,0,27.1,26,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","CD Cobresal",0,0,26.1,24.6,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Club Deportes Iquique",0,0,27.5,26.1,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Unión La Calera",0,1830000,26.3,26.7,"Chile",2023
"Chile","Primera División de Chile","Club Universidad de Chile","Deportes Copiapó",0,0,27.5,25.7,"Chile",2023
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","GNK Dinamo Zagreb",9840000,33500000,23.9,23.3,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Gorica",665000,2650000,22.7,21.8,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Hajduk Split",1230000,15700000,24,22.1,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Inter Zapresic",150000,790000,24.1,24.5,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Istra 1961",250000,0,24.2,22.2,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Lokomotiva Zagreb",6e+05,3e+06,22.7,21.8,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Osijek",30000,10950000,23.9,23.1,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Rijeka",1750000,13280000,24,22.2,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Rudes",0,220000,22.9,21.3,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","Slaven Belupo Koprivnica",0,2280000,25.6,23.2,"Croatia",2018
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","GNK Dinamo Zagreb",6600000,39740000,23.8,22.2,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Rijeka",1200000,3690000,23,21.5,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Osijek",2100000,4e+06,25.1,24.2,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Hajduk Split",2200000,7200000,23.4,21.2,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Gorica",0,2250000,23.1,21.3,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Lokomotiva Zagreb",330000,5e+06,22.4,22.7,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","Slaven Belupo Koprivnica",0,650000,23.5,23.5,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Inter Zapresic",0,4e+05,25.4,22.7,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Istra 1961",0,0,22.9,21.6,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Varazdin",0,0,22.8,22.6,"Croatia",2019
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","GNK Dinamo Zagreb",13850000,1.5e+07,22.5,22.1,"Croatia",2020
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Lokomotiva Zagreb",570000,6960000,22.6,22.1,"Croatia",2020
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Rijeka",0,10600000,22.9,21.9,"Croatia",2020
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","NK Osijek",2800000,10310000,25.2,26.4,"Croatia",2020
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Hajduk Split",0,3190000,23.7,23.8,"Croatia",2020
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","HNK Gorica",50000,3450000,23,21.6,"Croatia",2020
"Croatia","SuperSport HNL","GNK Dinamo Zagreb","Slaven Belupo Koprivnica",80000,350000,23.5,22.1,"Croatia",2020
