"country","league","season","squad","expenditure_euros","income_euros","avg_age_out","avg_age_in","Country","Year"
"Netherlands","Eredivisie","ADO Den Haag","SC Heerenveen",5210000,11500000,23.8,23.1,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","Heracles Almelo",1060000,5200000,24.2,21.4,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","PEC Zwolle",0,4700000,25.6,21.8,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","PSV Eindhoven",17500000,10200000,26.2,23.4,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","RKC Waalwijk",0,20000,24.5,22.4,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","Sparta Rotterdam",850000,2200000,23.9,23.5,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","Twente Enschede FC",0,50000,24.8,21.6,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","FC Utrecht",0,4850000,24.6,23.4,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","Vitesse Arnhem",0,150000,25.1,22.1,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","VVV-Venlo",610000,6e+05,24.4,25.2,"Netherlands",2020
"Netherlands","Eredivisie","ADO Den Haag","Willem II Tilburg",1080000,385000,22.5,23,"Netherlands",2020
"Netherlands","Eredivisie","Ajax Amsterdam","Ajax Amsterdam",18500000,4.6e+07,22.9,24.8,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","AZ Alkmaar",8130000,53500000,23.7,21.9,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","SC Cambuur Leeuwarden",0,0,25.3,22.5,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Feyenoord Rotterdam",9500000,6700000,25.2,22.7,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Fortuna Sittard",420000,5e+05,23.4,23.3,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Go Ahead Eagles",0,1900000,24.8,23.7,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","FC Groningen",4080000,10500000,23.4,21.2,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","SC Heerenveen",3700000,8300000,23.6,22.6,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Heracles Almelo",350000,3e+05,25.5,23.4,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","NEC Nijmegen",5e+05,0,23.5,25.4,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","PEC Zwolle",75000,0,24.4,23.6,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","PSV Eindhoven",14500000,53620000,24.9,24.9,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","RKC Waalwijk",55000,2e+05,24.8,24.5,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Sparta Rotterdam",0,8180000,24.3,25.6,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Twente Enschede FC",1e+06,4200000,23.2,24.1,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","FC Utrecht",1500000,8e+06,24.1,22.9,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Vitesse Arnhem",1830000,0,24.2,21.3,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Willem II Tilburg",1950000,6500000,24.2,22.9,"Netherlands",2021
"Netherlands","Eredivisie","Ajax Amsterdam","Ajax Amsterdam",113100000,216620000,24.7,21.9,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","AZ Alkmaar",12490000,20800000,23.5,22.6,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","SC Cambuur Leeuwarden",550000,0,26.4,25.4,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","FC Emmen",0,1e+05,24.1,25.2,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","Excelsior Rotterdam",450000,3080000,23.1,23.5,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","Feyenoord Rotterdam",37980000,69300000,23.3,22.1,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","Fortuna Sittard",2100000,2500000,24.7,23.3,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","Go Ahead Eagles",0,750000,25.2,23.3,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","FC Groningen",4480000,20440000,23.6,22.4,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","SC Heerenveen",6050000,1.1e+07,24.2,23.4,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","NEC Nijmegen",1e+06,0,25.7,23,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","PSV Eindhoven",10500000,94250000,25.1,24.3,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","RKC Waalwijk",0,3e+06,24.5,23.7,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","Sparta Rotterdam",1310000,3500000,31.8,23.4,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","Twente Enschede FC",3500000,3300000,22.3,22.5,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","FC Utrecht",1400000,10200000,25.5,24.7,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","Vitesse Arnhem",1200000,0,23.8,23.1,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","FC Volendam",0,0,23.3,20.6,"Netherlands",2022
"Netherlands","Eredivisie","Ajax Amsterdam","Ajax Amsterdam",110700000,157400000,24.1,22,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Almere City FC",0,2e+05,24.9,24.3,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","AZ Alkmaar",18200000,61900000,22.9,20.7,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Excelsior Rotterdam",732000,350000,22.8,21.4,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Feyenoord Rotterdam",35550000,40950000,23.2,22.6,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Fortuna Sittard",1700000,5e+06,25.2,24.2,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Go Ahead Eagles",1790000,6e+05,22.7,22.1,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","SC Heerenveen",1500000,4300000,24.5,21.8,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Heracles Almelo",0,0,24.6,23.8,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","NEC Nijmegen",575000,8e+06,23.5,23.3,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","PEC Zwolle",0,5e+06,23.7,23.7,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","PSV Eindhoven",53500000,54720000,24.1,22.3,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","RKC Waalwijk",0,0,27.5,25.1,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Sparta Rotterdam",650000,0,26.7,22.9,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Twente Enschede FC",9100000,28200000,25,21.3,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","FC Utrecht",5650000,17950000,25.4,23.6,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","Vitesse Arnhem",0,4750000,23.3,21.3,"Netherlands",2023
"Netherlands","Eredivisie","Ajax Amsterdam","FC Volendam",0,2300000,23.6,20.3,"Netherlands",2023
"Uruguay","Primera División Apertura","CA Boston River","CA Boston River",0,6850000,23.1,23.9,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","CA Cerro",0,395000,27,23.6,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Cerro Largo FC",0,0,25.6,23,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Danubio FC",0,820000,25,22.1,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Defensor Sporting Club",0,5700000,24.8,22.9,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","CA Fénix",0,0,25.8,23.9,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Juventud de Las Piedras",0,0,24.8,23.3,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Liverpool FC Montevideo",0,385000,24.1,26.4,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Club Nacional",0,2e+06,26.3,24.7,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","CA Peñarol",385000,6920000,25.5,24.5,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Club Plaza Colonia",0,0,25.7,25.6,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","CA Progreso",0,0,26.6,25.2,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Racing Club de Montevideo",0,0,26.3,26.2,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Rampla Juniors FC",0,0,24.7,25,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","CA River Plate Montevideo",0,0,26.1,22.4,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","Montevideo Wanderers",0,3100000,24.3,24.1,"Uruguay",2018
"Uruguay","Primera División Apertura","CA Boston River","CA Boston River",1250000,1e+05,25,22.8,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","CA Cerro",0,0,26.5,23.4,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Cerro Largo FC",0,329000,24.8,24.3,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Danubio FC",0,3230000,23.8,23.7,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Defensor Sporting Club",22000,721000,25.1,24.4,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","CA Fénix",0,658000,25.4,25,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Liverpool FC Montevideo",0,5280000,27.7,24.2,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Club Nacional",179000,12750000,25.9,22.5,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","CA Peñarol",420000,28350000,24.8,23.5,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Club Plaza Colonia",0,1e+06,26.4,24.6,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","CA River Plate Montevideo",0,270000,23.7,23.1,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","CA Progreso",0,0,25.3,23.3,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Montevideo Wanderers",0,4720000,24.1,23.5,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Montevideo City Torque",1500000,2700000,22.8,21.9,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","Club Deportivo Maldonado",0,0,25.4,25.2,"Uruguay",2019
"Uruguay","Primera División Apertura","CA Boston River","CA Rentistas",0,0,26.8,23.7,"Uruguay",2019
"Uruguay","Primera División Apertura","Club Nacional","Club Nacional",550000,4310000,24.3,25,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","CA Peñarol",0,8500000,26.4,24.8,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","CA Rentistas",0,2550000,25.3,25.1,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","Liverpool FC Montevideo",0,253000,26.6,24.6,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","Montevideo City Torque",4910000,0,25.2,20.9,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","Cerro Largo FC",0,850000,24.4,23.7,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","CA Fénix",0,9100000,24.8,23.7,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","Montevideo Wanderers",0,0,28,25.8,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","Club Plaza Colonia",0,0,25.8,24.8,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","CA River Plate Montevideo",0,156000,27.5,24.4,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","Club Deportivo Maldonado",0,0,27.7,25.7,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","CA Progreso",0,0,28.7,24.6,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","CA Boston River",840000,0,25.6,22.2,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","Deportivo Villa Española",0,0,23.2,24.3,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","CS Cerrito",0,0,26.3,27.6,"Uruguay",2020
"Uruguay","Primera División Apertura","Club Nacional","IA Sud América ",0,0,28.6,24.9,"Uruguay",2020
"Uruguay","Primera División Apertura","Albion FC","Albion FC",0,0,26.5,23.9,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","CA Boston River",0,570000,24.7,24.3,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","CS Cerrito",0,0,28.4,25.7,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Cerro Largo FC",0,0,25.7,25.1,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Montevideo City Torque",3100000,3610000,23.8,21.7,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Danubio FC",0,3600000,25,23.4,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Defensor Sporting Club",0,1430000,26.5,22.4,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Club Deportivo Maldonado",0,0,28,28.2,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","CA Fénix",0,0,26.4,24.6,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Liverpool FC Montevideo",0,3120000,25.3,23,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Club Nacional",617000,3650000,25.6,24.6,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","CA Peñarol",425000,16410000,25.8,24.6,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Club Plaza Colonia",0,204000,24.6,24.6,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","CA Rentistas",0,873000,26.3,24.6,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","CA River Plate Montevideo",0,6030000,24.9,25.4,"Uruguay",2021
"Uruguay","Primera División Apertura","Albion FC","Montevideo Wanderers",0,1820000,26.9,24.8,"Uruguay",2021
"Uruguay","Primera División Apertura","CA Boston River","CA Boston River",0,2860000,24.5,23.5,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","CA Cerro",0,0,25.6,24.9,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","Cerro Largo FC",0,0,25,24.9,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","Danubio FC",0,414000,25.9,25.7,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","Defensor Sporting Club",0,3690000,24.4,25.5,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","CA Fénix",0,0,25.8,26.8,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","La Luz FC",0,0,25.9,24.9,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","Liverpool FC Montevideo",466000,3390000,24,23.9,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","Club Deportivo Maldonado",0,2900000,26.7,23.9,"Uruguay",2022
"Uruguay","Primera División Apertura","CA Boston River","Montevideo City Torque",490000,3880000,23.7,23.9,"Uruguay",2022
